processed_text,target_label
nei rikt land bedre muligheter fleste ta imot flyktninger forhold folketallet tar likevel imot langt færre f eks sverige finland tyskland landene sør europa,1
ser egoismen lyser dine landsmenn,1
helt oppgitt snillismen naive besteborgere,1
andre oppgitt norsk egoisme manglende empati,1
stilles riksretten politikere kjemper få hit flest mulig asylsøkere prøver ødelegge landet,1
vel kjemper få hit vel ønsker råd hjelpe folk nød kommer hit,1
helt klart synd flertallet ikke forstår,1
må desverre gå foran ta oppgjør sosiale kontrollen akkurat nordmenn måtte gjøre tid,1
ødelagte sjeler grunn nok lang vei gå,1
bør faktisk ordne veldig greit andre ikke muslimske får vite islam forholder seksuelle minoriteter faktisk viktig henhold norsk lov islam trosser norsk lov bør likhet andre organisasjoner religiøse ei informert konsekvenser få tilstedeværelse norske samfunnet ellers råde ham ta seriøs vurdering intolerant religion rette ham ikke råde ham verken ene andre avstår gjøre dog vite seksuelle holdning ikke vedkommer hele tatt lenge retter lover enhver tid gjeldene norge,1
åpen eget hjem plass enda bedre politiker gjester masse plass,1
såkalte sannheter god vilje klarer skaffe husvære relativt raskt handler vilje ta legge rette trenger,1
forpliktelser leste muslimske land sammenlagt fått flyktninger vel mer naturlig la flyktningene få asyl nabolandene identisk kultur tungemål historiske bakgrunn m m,1
tror bør sjekke fakta litt jordan millioner hos libanon tilsvarende kaller muslimske land,1
saudi arabia ego stat ikke argument tyrkia libanon tatt flere millioner flyktninger land flertall muslimer befolkningen,1
ikke lytte flyktninger sier bedre hjelpe flere,1
jo plassere allerede motak først evnt,1
fornuftig minister må bena jorda,1
lenge regjeringen ikke signaliserer legges nødvendige ekstar penger sier kommunene svarer gjør,1
begynne bruke argumentet klager dårlige veier begynn spa dårlig eldreomsorg ta vare eldre,1
må slutt trenger sannelig hjelp kvantum allerede,1
hjelp bedre losning trenger mat klaer tryg samfun krig trenger ikke norge,1
bosette sitter mottak bosatt først ikke nødvendig,1
interessant dokumentar nrk går syrisk mann uttalte flere hjulpet mer mill mennesker hjalp ta hån millionen ikke fikk hjelp kanskje satse,1
ikke kanskje enkelt lenge allerede drar ikke hjem hjelper,1
spør verd se ulike modeller se hjelpe flest mulig,1
forstått gruppe mennesker prekært få evakuert tillegg antallet beskriver må få hjelp dersom står livet omlag mennesker sitte uberørte se dør,1
gjorde land gangen måtte ta egne flyktninger brent jords taktikk nord gjort dag,1
flere milliarder koste bruk pengene bor hjelpe milioner rå dyre norge nede bygges oc levekostnadene ting forhold slipper traumene ikke familie språket ikke nevne haiene sitter soper flykningenes veine støtte under,1
sette provisoriske telt hjelpe akutt situasjon hjelpeorganisasjonene komme kjemperessurs,1
mener virkelig menneskesmuglerne bakmenn ikke problem mener riktig smugles gjennom sjøveien komme først køen tror virkelig nekter gå land malta aller største nød snakker ikke sette situasjonen,1
lenge mennesker fått oppholdstillatelse sitter fremdeles mottak burde døra lukkes handle mer mat mens står varer benken kjøleskapet stappfullt gir absolutt mening,1
fall gir vesentlig mer mening hjelpe flyktningeleire nært hjemlandet hjelpe flere beløp,1
kommuner norge delt vel slikt stk pr kommune høres ikke ille jo livsfarlig hjemlandet lenge ikke får slutt krigen elendigheten må vekk helt sikker bodd hjemme gikk an lemper ikke ungene dine overlesset skrøpelig båt livsfarlig farvann ikke brenner bak,1
handler ikke plass bo mat krever store ressurser pg kompetanse flere områder ikke finnes ventelister meste landet penger faller heller ikke himmelen gang milliarder krise traumer ptsd psykiatere psykologer ikke mye norge køen psykiatri ennå verre konsekvensene verre bra finnes politikere bruker hode tenker landet dets borgere,1
problemet tar krigen vårt land kommer sosialklienter resten livet,0
vanskelig opprette hjelpestasjoner flyktningene oppholder pøser statilige midler får sjelden høre millionene går fremdeles svartebørshaier korrupte ledere skor pengene tide tenke nytt få hit norge ikke beste flyktingene tror krf ere sikrer plass himmelen får viljen vel får huse slike gode samaritanere igjen vis tar vare,1
tvinge fram kommunalt sammenbrudd galskap tide slutte evindelige politiske korrekthet realisme må forkjørsrett framfor politisk korrekthet må slutte drømme prioriter allerede sitter vansmekter håpløse asylmottak skaff bolig mulighet verdig liv plass økonomisk bærekraftig gjennomførbar plan inntak flere integreres overbefolke asylmottakene himmelemns navn enkelte røyker merkverdige planter,1
ta imot må tilby heller ikke komme foran køen allerede sittet flere år mottak,1
verden naive lærer aldri konsekvensene jo økt arbeidsledighet økt kriminalitet økt trygde utgifter økt bolig mangel økt segregering økt press våre verdier kultur håper klapper hendene klare ta ansvar konsekvensene,0
bør kalles dumme få stempelet annen oppfatning les skriver nok retorikk tvunget ta stilling etterhvert ikke klarer hjelpe kommer finn steden gode motargumenter debatten fortsette intelligent nivå ellers redd store utfordringen slutt dreier dum ikke,1
sikkert råtne epler mengden alt ellers må vel innrømme blandt finnes folk virkelig nød må flykte kynisk dra under n kam,1
usannheter hjelper dårlig fått muslimske fedre myrdet døtre etnisk norske elskere,0
generalisering benytter viser ting kunnskapsløshet,1
snur virkeligheten hue aller fleste flykter krig syria skriver fasit meste,1
feil burde komme forum snart formidle fakta tro,1
tannlegene få mye gjøre årene fremover hvertfall muslimske menn villige offre hele familie havet nytt glis,0
fint sitter stolen vet,1
forpliktet rikt demokratisk land hjelpe menneskene flykter krig umenneskelige leveforhold tar private grep gi akutt hjelp situasjonen ikke nok,1
tull migranter reiser målrettet nord europa øst europa ikke bra nok,1
flykter ikke ute lykke fattige klarer reise igjennom flere land ikke gratis nylig sykklet ei flykning russergrensa masse penger nordmann fengslet pengesmugling faren år gammle gutten heller flykning tragisk sak ofte sett bilder flyktningene pene klær iphoner folk ukritisk åfolk tenker ikke fornuftig iforhold økonomiske utsikter neste generasjon,1
tror fattige flyktninger jo ikke fattige flykter misforstått,1
tenker viktig se venstreekstremisme ikke høyreekstremisme,1
tror ikke like lett gjelder søstre,1
ikke forstå ikke trives sammen folk tro oppfatning,1
syntes ikke synd hele tatt nede ikke bruk is tilhengere,1
barna bør gjøres innsats,1
vervet is ikke norge igjen ta hjem barn,1
må ikke ta imot flere asylflyktninger kvoteflyktninger vet kommer betaler ikke millioner tomme mottak,1
først ropes må gi nærområdene ikke ta landet stjele velferd gis nærområdene ropes ikke må gi bort våre penger ikke ærlige gjør vondt se ondskapen skrift,1
utbredelsen islam begynner kostbar affære,0
ikke stolte øker fattigdommen blant nordmenn bostedsløse eldreomsorgen fungerer ikke etc ikke tid bruke penger hjemme,1
skjønner ikke norge del verden plikt ta vare,1
ikke ta vare hjelpe,1
reagere innlegget mener jo grunnen poeng motsetning mye annet,1
nok nok skattepengene våre går jo feil formål velger jo holde krigen nei bidra heller mere våre syke eldre ikke godt norge,1
riktig innsats sørg god planlegging organisering implementering følg,1
tenk stor forskjell sum gjort eldreomsorg skole landet nytter ikke lengre skylde dårlig økonomi vises gang gang pengene synd bygd norge krigen ikke verdsettes mer,1
går vel direkte kassa is,0
pengene hjelpe utallig flere nærområdene kulturelle økonomiske tåleevne klarer norge,1
kuwait tar vel ikke imot flyktninger masse fremmedarbeidere,1
godt opplyst godtroende nokk mye mer slike blant jo opplært vold mer mindre barna folkene vert tide kommer forbud farlige boken tror,0
helt utrulig finnes ikke grenser idioti,1
jo prøver hele tiden går veldig stiller dørene,1
forventet svergistan europas første islamiststat,0
huleste folk vite flyktning reiser vedkommende flyktning,1
ikke politimyndighetene passkontrollene burde oppgave bedre oversikt,1
jepp lærerne taushetsplikt jo meldeplikt,1
aldri angitt livet ikke gjøre heller,1
burde borgeransvar uansett alder kjønn yrke overgrep snylting kriminalitet osv bør raporteres eneste gruppen misliker tysting vel kriminelle eneste bør slippe vel sjelesørger prest,1
fantaserer frp problem ikke finnes vanligvis får flyktninger reisebevis gyldig reiser utenfor europa annet norske statsborgere reise fritt,1
lærere ifølge loven opplysningsplikt overgår taushetsplikten sant tanken slår fare vesentlig skade liv eiendom,1
lærere taushetsplikt ikke snakk vold overgrep melde barnevernet,1
klart taushetsplikt skader barna pliktig barnevern ikke naboen ligger taushetsplikten,1
virkelig bo samfunn gå spionere naboen nei,1
klippet udi får reisebevis flyktninger ikke skaffe pass hjemlandet ikke bruke reisebeviset besøke hjemlandet,1
nok nok må ta skikkelig tak må ikke naive lærerne står selvfølgelig gjør to gjøre vis tørr,1
taushetsplikt forutsetter ikke fare liv helse må jo barn tvinges reise land foreldrene reiste frykt liv,1
myndighetene må våkne ta afere drar hjemlandet flyktet,1
barn borte klassen skolen raskt ta kontakt stede hjemmet bør skolen ta saken videre skolemyndighetene skolen bryter taushetsplikt melde barnet vekke snarere tvert gjør jobben obligatorisk skolegang norge grunnskolen,1
må jo rette stor takk harlem bruntland stoltenberg gahr støre skei grande hareide lysbakken latt desse folka rulle nesten ubegrenset grensene våre får spre bestialske budskap bygge mosker fritt landet vårt,0
mannen farlig burde ikke talestol,1
europa burde definert krigen terror krig all salafistisk aktivitet europeisk jord forlengst,0
ser skjer muslimske auf feks sverige feks håpløs ikke forsvar driten vær snill,0
all verden slike typer norge forstå islams tenkning handling aldri kommer gjøre annet lage sinne rasisme norge europa ikke lover fabler demokrati kommet kristent land fri vilje la slippe få syke meninger media eneste dag passer bedre land muslimsk ikke slike meninger,0
islam reinspikka galskap absolutt intet gjøre sivilisert samfunn verdier diametralt motsatte normer tankesett våre derfor må islam bannlyst forbudt praktisert mulighet videreføre normalt samfunn våre etterkommere tvinge gjennom slutt først store konflikter muslimer opprinnelige befolkningen,0
virus mørke middelalder våkna liv isolasjon destruksjon vaksinen,0
islam alt annet utvannet,0
alltid ekstrem bør utvises norge organisasjonen nedlegges får nok statsstøtte,1
godt står integrerte flyktninger bør hjelpe,1
endeløst virvar religionen islam begynnelse dag tolkningen profetens skrift utelukkende opphav all forvirring ser innenfor muslimenes forestillingsverden konsekvensene derfor krig terror hele islamske historie profeten sto jo fram klare eks behandler meningsmotstandere sees dagens verden midt østen bekrefte rnettopp påstanden budskapet s uhyggelige resultat form strid krig konflikter terror forfølgelse ufrihet kvinneundertrykkelse sharialovgivning osv god treffende karakterristikk islam formulert jøde kriminell psykose diagnose ikke forføremde ismen godt valg,0
møkka mann syk jævel folk enkelte hær landet fatter ikke,0
gruppe mennesker trenger konflikter eksistere,1
ikke form jihad norge,1
trosretning forbrytersk ideologi linje nazismen,0
pst ikke jobb hindre slikt får etablere landet oppfordre krig djevelskap landets borgere,1
hele mannen samling tragedie nesten litt søtt hele baby ikke skjønner stort mangler evnen læring,1
synes fortjener ros ærlig ikke skjule oppfatninger bak maske taqiya,1
feige politikere gotar jævlige religonen muslimene,0
bra muslimer tar opprør konservativ islam best kritikken kommer innenfra,1
slå ring egen bevissthet bruk tiden kjent tar tilbake makten slipper leve angsten redselen livet,1
skap liv utfra kjærlighet vill sannelig gagne andre,1
visst rikelig kristenhat ta hat hat uansett rammes aldri ok ateist nok ikke populær heller,1
dømme gode argumenter naive mennesker se verden masse mord vold kanter dessverre se vold side slår fast muslimer vonde mennesker kalles dum hyklere,1
jødehat selvsagt veldig ille tror større fare europas muslimer europas nye jøder prosent europas muslimer vel moderate likevel får lide mest gang ekstrem muslim utfører terrorhandling tror dessuten folkegrupper står øverst listen fiendebilde nye nazistiske innvandringsfientlige organisasjonene løpet siste årene grodd paddehatter hele europa jo nettopp muslimer eventuelt romfolk,1
